time,step-size,{bodyFMU}.body.robot_theta,{bodyFMU}.body.robot_x,{bodyFMU}.body.robot_y,{bodyFMU}.body.robot_z,{bodyFMU}.body.total_energy_used,{controllerFMU}.controller.servoLeftVal,{controllerFMU}.controller.servoRightVal,{sensorFMU}.sensor1.lf_1_sensor_reading,{sensorFMU}.sensor2.lf_1_sensor_reading
0.0,0.0,0.0,0.138,-0.08,0.0,0.0,0.0,0.0,1.0000000000000002,1.0000000000000002
0.1,0.1,0.0,0.138,-0.08,0.0,0.7999999999997272,0.5,-0.5,254.00000000000006,254.00000000000006
0.2,0.1,0.0,0.138,-0.07605309972095693,0.0,2.2422673291453066,0.5,-0.5,254.00000000000006,255.00000000000006
0.30000000000000004,0.1,0.0,0.138,-0.07005193610979138,0.0,4.348554187219179,0.5,-0.5,254.00000000000006,254.00000000000006
0.4,0.1,0.0,0.138,-0.06374038297453305,0.0,6.587787064253007,0.5,-0.5,254.00000000000006,254.00000000000006
0.5,0.1,0.0,0.138,-0.05738151694142553,0.0,8.848022464695532,0.5,-0.5,254.00000000000006,254.00000000000006
0.6,0.1,0.0,0.138,-0.0510154389693538,0.0,11.11147642997048,0.5,-0.5,254.00000000000006,254.00000000000006
0.7,0.1,0.0,0.138,-0.04464826167625146,0.0,13.375421401530275,0.5,-0.5,254.00000000000006,254.00000000000006
0.7999999999999999,0.1,0.0,0.138,-0.03828091681285573,0.0,15.639441226780491,0.5,-0.5,255.00000000000006,255.00000000000006
0.8999999999999999,0.1,0.0,0.138,-0.03191354640659995,0.0,17.90347246224701,0.5,-0.5,255.00000000000006,255.00000000000006
0.9999999999999999,0.1,0.0,0.138,-0.025546172106827685,0.0,20.167505436986175,0.5,-0.5,254.00000000000006,255.00000000000006
1.0999999999999999,0.1,0.0,0.138,-0.0191151234639216,0.0,22.454179009559994,0.5,-0.5,255.00000000000006,254.00000000000006
1.2,0.1,0.0,0.138,-0.012747748479888271,0.0,24.718212289965322,0.5,-0.5,255.00000000000006,254.00000000000006
1.3,0.1,0.0,0.138,-0.006380373482322135,0.0,26.982245576416517,0.5,-0.5,254.00000000000006,254.00000000000006
1.4000000000000001,0.1,0.0,0.138,-1.2998482693135638E-5,0.0,29.246278863788575,0.5,-0.5,254.00000000000006,254.00000000000006
1.5000000000000002,0.1,0.0,0.138,0.006354376517250335,0.0,31.510312151300695,0.5,-0.5,255.00000000000006,254.00000000000006
1.6000000000000003,0.1,0.0,0.138,0.012721751517241683,0.0,33.77434543883555,0.5,-0.5,254.00000000000006,254.00000000000006
1.7000000000000004,0.1,0.0,0.138,0.0190891265172404,0.0,36.03837872637314,0.5,-0.5,255.00000000000006,255.00000000000006
1.8000000000000005,0.1,0.0,0.138,0.025456501517239688,0.0,38.302412013910725,0.5,-0.5,11.000000000000002,255.00000000000006
1.9000000000000006,0.1,0.0,0.138,0.03182387651723899,0.0,40.566445301448766,0.5,-0.0,1.0000000000000002,254.00000000000006
2.0000000000000004,0.1,-0.047380359752091664,0.1392417634793965,0.03618925491874128,0.0,42.11016436124055,0.5,-0.0,0.0,254.00000000000006
